%batchNum lastTS numPackets totalBytes avgInterAT stdInterAT avgLength stdLength ipSrc ipDst ipSrcDst ipv4 ipv6 icmp4 icmp6 ipMaskSrc[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] ipMaskDst[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] numTCP numUDP  othersL4 srcPortTCP dstPortTCP srcPortUDP dstPortUDP ipSrcPort ipDstPort tcpSyn tcpFin tcpRes flows flowsTCP flowsUDP flowsOther avgPacketsFlowTCP stdPacketsFlowTCP avgPacketsFlowUDP stdPacketsFlowUDP avgPacketsFlowOther stdPacketsFlowOther avgInterAtFlowTCP stdInterAtFlowTCP avgInterAtFlowUDP stdInterAtFlowUDP avgInterAtFlowOther stdInterAtFlowOther avgLengthFlowTCP stdLengthFlowTCP avgLengthFlowUDP stdLengthFlowUDP avgLengthFlowOther stdLengthFlowOther onePacketFlows httpPackets httpFlows sslPackets sslFlows smtpPackets smtpFlows auxFet
37 74000039 52863 44642102 37.837615407900714 40.280383431517144 853.2289094453575 682.2699571340556 2694 1752 4381 52613 250 193 250 2631 2585 2544 2508 2473 2448 2403 2376 2345 2309 2252 2195 2116 2008 1865 1244 1070 918 726 548 375 232 131 69 37 21 13 9 6 5 42920 7548 1952 1942 42918 1028 7548 4179 52612 1100 613 333 5602 3314 1281 1007 12.951116475558237 69.61426828476455 5.892271662763466 24.137179512456495 2.378351539225422 21.11915878827867 7.278638353741702E7 617510.4656601107 7.284479630601093E7 587653.1495447214 7.298702250248262E7 581725.7437965818 12568.31119830969 97872.31652177888 2109.8977361436378 20006.20212536288 368.03056234718827 2382.589818255293 3370 19054 1100 13008 791 11 5 0
38 76000019 54161 46544415 36.93077278182993 38.30495476563641 867.549999068051 680.5530505713999 2660 1737 4346 53944 217 189 217 2600 2571 2529 2491 2454 2432 2386 2347 2304 2262 2217 2168 2085 1979 1853 1267 1111 944 751 566 388 234 132 68 36 20 12 8 5 4 44343 7354 2058 1951 44341 1053 7354 4168 53943 1208 577 364 5607 3297 1314 996 13.449499545040947 64.86404437244583 5.596651445966515 22.759044901088036 2.4738955823293174 21.2002074324928 7.479695601971489E7 614415.0198275839 7.482284153881279E7 605276.0938815216 7.497571683032128E7 593395.9959977246 13235.115898058253 91301.17707291222 1980.662100456621 17019.74371157246 390.4559902200489 2519.544249693061 3323 19606 1076 14831 818 20 5 0
39 78000091 53266 46167669 37.55382188925815 41.83560988191495 875.658352932251 670.5436462473165 2542 1747 4183 52993 273 200 273 2495 2458 2419 2382 2353 2333 2295 2260 2226 2188 2132 2081 2004 1905 1771 1277 1104 918 712 541 370 233 131 68 36 20 12 8 5 4 43269 7656 1868 1880 43267 937 7656 3945 52992 1149 535 357 5369 3180 1172 1017 13.606603773584906 78.5388058551773 6.532423208191126 27.656196190244792 2.3018682399213373 21.043804105930345 7.681340884308176E7 626589.2513738066 7.681560415017065E7 599553.0878727135 7.695789548082596E7 568074.9141191683 13441.436929852154 107366.73464822488 2726.7380546075087 25866.869253189572 285.2131919905772 1062.2535543188985 3209 20311 1024 13323 741 15 8 0
40 80000083 46955 38727179 42.6003237624606 46.46181443100906 836.4181244870632 682.136325088899 2993 1689 4599 46681 274 363 274 2792 2719 2663 2619 2579 2548 2517 2488 2451 2407 2368 2308 2234 2124 1980 1260 1105 936 747 565 381 234 130 68 36 20 12 8 5 4 37286 7128 1904 1801 37284 982 7128 4329 46680 958 529 318 5754 2983 1514 1257 12.49949715051961 58.4820300412634 4.708058124174372 19.916818434151818 2.0214797136038185 19.199409961763738 7.879961863593698E7 620177.0369257892 7.89388107318362E7 610872.9492138643 7.903573944152744E7 574531.3813108491 12160.223675385647 82861.99524487753 1470.832892998679 12899.206589785705 246.09465020576133 981.1649622400772 3666 15947 938 11944 710 35 12 0
41 82000024 48145 39314505 41.54262390428316 42.54074968376418 829.9264966646964 681.3290552106879 2734 1643 4348 47802 343 227 343 2674 2633 2590 2555 2516 2491 2453 2430 2387 2339 2285 2223 2144 2041 1897 1215 1076 913 731 534 358 232 129 68 36 20 12 8 5 4 38510 7050 2015 1864 38507 1010 7050 4125 47800 1315 713 330 5860 3420 1286 1154 11.260233918128655 53.07097201084071 5.482115085536547 22.633498893492845 2.2400346620450606 20.828173826734606 8.083633950877193E7 608104.8240476937 8.086554589891136E7 593851.4765323639 8.098502791334489E7 577429.2771820272 10673.44837671834 74720.52393635949 1989.1531881804044 18455.679608442675 315.50297973778305 1431.3174016169974 3439 14897 1225 14417 780 53 12 0
42 84000101 45901 37259604 43.57662643252429 44.932035525475484 822.8848277385159 687.3466562684307 2686 1703 4304 45620 281 245 281 2627 2591 2549 2507 2464 2440 2401 2375 2341 2293 2245 2192 2114 2008 1868 1225 1068 902 711 545 372 232 133 70 38 22 14 10 7 6 36241 7177 1957 1908 36239 1039 7177 4155 45619 1052 739 273 5664 3267 1306 1091 11.093051729415366 54.783269449442756 5.495405819295559 22.952594464445863 2.2758936755270396 20.652797352823466 8.278777924854606E7 611504.9224669904 8.282847718376723E7 580493.8050671112 8.294717699541704E7 575850.9250820011 10482.070116350276 76194.04003887177 2130.1969348659004 20885.985246468714 279.72354948805463 1050.2207655668205 3380 14082 1170 13914 718 68 6 0
43 86000012 52495 45722087 38.10238530711782 39.324517497628335 880.8066268541706 675.6740335935 2564 1835 4357 52249 246 176 246 2513 2481 2439 2413 2377 2354 2321 2292 2247 2195 2141 2096 2037 1940 1808 1315 1147 964 746 557 373 228 127 68 36 20 12 8 5 4 43199 6868 2006 2040 43197 950 6868 4167 52248 1374 641 318 5637 3420 1169 1048 12.631286549707601 133.3810725939621 5.875106928999145 22.485733524773753 2.316793893129771 20.756816226178046 8.483016344327486E7 603527.3565225196 8.483809127373824E7 593590.6689639288 8.496375739122137E7 566518.748461918 12529.349224919568 189732.23847247998 2259.5205479452056 19749.595597624062 296.3896260554885 1130.8302473187143 3277 14429 1110 13394 818 15 5 0
44 88000041 52162 45176835 38.345661260017636 39.17523833094034 877.5229493230776 671.7641689846372 2597 1810 4351 51889 273 210 273 2543 2519 2482 2444 2410 2386 2346 2316 2273 2230 2182 2133 2060 1960 1821 1271 1105 921 702 531 363 231 131 69 37 21 13 9 6 5 42856 6852 1971 2000 42854 962 6852 4146 51888 1108 578 269 5663 3325 1179 1159 12.889022556390977 64.00411405949896 5.811704834605598 21.669543751041154 2.117342536669543 20.06916427298477 8.678983580180451E7 627449.4436923937 8.681473872094996E7 591732.9831672842 8.699353536928387E7 560419.3710335712 12911.742478941034 89656.52861733937 1716.7404580152672 12331.287746460428 281.58872901678654 1057.7715297325362 3451 19193 1023 14906 791 18 4 0
45 90000032 44162 35422542 45.29391249207356 48.86339295732285 810.9666666666667 673.565283621689 2532 1844 4269 43977 185 162 185 2476 2441 2406 2370 2339 2324 2291 2265 2232 2197 2154 2108 2034 1927 1794 1263 1090 919 725 546 367 230 132 68 36 20 12 8 5 4 34839 7174 1802 1960 34837 942 7174 3968 43976 1157 469 318 5371 3134 1210 1027 11.116464582003829 55.254666543708446 5.928925619834711 24.681140121273785 2.092502434274586 19.890204955318005 8.879947222495213E7 612517.0940078234 8.887115702644628E7 607763.5211855195 8.89772664245375E7 565932.550604652 10291.560485157996 77718.17075092602 2430.0677685950413 23022.30465226392 316.3796296296296 1138.6963033065583 3342 14697 879 12012 724 60 10 0
46 92000014 43399 32496345 46.090106699237204 50.8749716287849 759.4342969315977 679.6842565506013 2593 1937 4426 43055 344 153 344 2535 2509 2473 2441 2400 2370 2328 2304 2265 2216 2179 2127 2064 1966 1824 1295 1104 924 735 546 368 234 132 69 37 21 13 9 6 5 33914 7164 1824 2104 33912 937 7164 4186 43054 1345 476 341 5564 3367 1198 999 10.072468072468073 53.3407825705537 5.979966611018364 24.39411037597105 2.3233233233233235 22.5128591882246 9.08395699082269E7 613535.1344368249 9.085996262687813E7 610254.7275021482 9.097826631331332E7 575150.6052113951 8868.448009506834 73761.70452407193 2008.9140233722871 16766.211711114207 312.11227154047 1155.0502922148853 3528 14387 928 10395 694 25 11 0
47 94000012 45379 33366178 44.07717906336088 48.163079489327885 748.1548465212225 695.4683877893475 2618 2025 4620 45035 344 176 344 2563 2531 2494 2460 2420 2404 2364 2335 2303 2259 2218 2164 2094 1970 1838 1318 1119 936 729 544 373 231 132 70 38 22 14 10 7 6 35156 7548 2155 2280 35154 1020 7548 4453 45034 1462 511 312 5825 3450 1278 1097 10.190144927536231 43.90863372893797 5.906103286384977 25.130613419282486 2.438468550592525 23.384912821635204 9.281992920927536E7 598593.4258500942 9.282701838732395E7 584498.2675536729 9.301171012123975E7 605557.7949312255 8734.607132502175 60140.86052147296 2342.4890453834114 21391.48089684522 313.81115335868185 1282.316118348524 3560 12924 885 10961 788 31 10 0
48 96000014 43424 32368410 46.06405177576121 49.565481925225875 757.7927894182371 698.3751095954426 2633 1842 4434 43142 282 161 282 2562 2518 2480 2445 2408 2377 2338 2303 2259 2214 2167 2106 2044 1930 1796 1234 1060 893 713 531 364 224 128 68 36 20 12 8 5 4 33983 6818 2180 2022 33980 990 6818 4223 43140 1280 589 290 5648 3323 1251 1074 10.226602467649714 42.851421884323464 5.450039968025579 21.044051850947234 2.4422718808193666 26.083949844273675 9.48117471116461E7 621513.762696783 9.485940843085532E7 593661.100138592 9.499939182309125E7 595745.112886437 8943.762191450933 57864.90549644042 1926.3597122302158 15018.9568623062 319.2599742599743 1416.6669508668047 3405 11556 1055 11703 700 27 5 0
49 98000030 46460 36333251 43.050971866457154 47.15960071730159 791.7244617798309 697.2500824226079 2550 1812 4321 46273 187 193 187 2501 2473 2436 2402 2370 2352 2312 2278 2235 2196 2154 2097 2018 1906 1767 1204 1025 863 692 521 361 222 129 68 37 21 13 9 6 5 36778 7163 2139 2069 36776 986 7163 4220 46272 1262 585 280 5601 3361 1207 1033 10.942576614102945 51.71395589351583 5.934548467274234 24.09885399510487 2.4385285575992257 25.770827064522884 9.683993589229396E7 628697.3163670548 9.687355931814416E7 614685.7674025884 9.696167011229429E7 578042.9868750706 9959.44375 70595.34843377228 2170.950289975145 19168.642731680655 317.74936386768445 1427.3684807708971 3375 15365 1006 11366 822 33 6 0
50 100000037 44036 33204098 45.42176144622093 50.51898194981406 764.3453800469591 701.552624252488 2646 1769 4345 43817 219 200 219 2600 2576 2546 2510 2465 2434 2397 2358 2319 2269 2221 2162 2090 1980 1836 1209 1047 889 703 526 374 228 127 68 36 20 12 8 5 4 34252 7206 2159 1973 34250 989 7206 4127 43816 1089 497 367 5465 3191 1232 1042 10.733939204011282 49.434638194922236 5.849025974025974 24.434962044780633 2.474088291746641 26.180167142924773 9.878042365872768E7 613341.3337655077 9.882889468344156E7 610700.4919592376 9.898306837428023E7 585536.0420671966 9488.85485893417 67459.43733948014 2176.7686688311687 20537.726460462287 312.920987654321 1486.3253423987596 3341 13575 989 10350 738 48 12 0
51 102000001 49676 38254932 40.263488484458044 44.42271759608316 782.4214423037591 697.2367948669471 2598 1848 4360 49250 426 216 426 2537 2507 2477 2443 2402 2378 2345 2321 2288 2242 2193 2133 2050 1951 1821 1271 1101 922 729 551 372 235 129 68 36 20 12 8 5 4 40089 6780 2165 2091 40086 976 6780 4251 49249 1241 542 297 5551 3284 1206 1061 12.207369062119367 58.51812184830322 5.621890547263682 22.291581229203455 2.645617342130066 27.740517055782302 1.0083310692417783E8 629286.3522206106 1.0087488019071311E8 611501.7884871495 1.0100658896701226E8 589930.3405594344 10889.923545537618 78383.82710325925 1856.4369817578772 16535.987498400682 321.1041162227603 1419.2800731885588 3288 18015 927 10922 758 32 6 0
52 104000009 44979 31648613 44.468405371753825 50.342111348518955 715.9684877276326 702.9081998742898 2593 1768 4239 44672 307 184 307 2531 2502 2468 2434 2405 2385 2334 2308 2272 2216 2162 2099 2025 1916 1795 1259 1094 928 741 553 376 241 134 69 37 21 13 9 6 5 35242 7076 2170 1948 35239 982 7076 4074 44671 1072 508 242 5429 3106 1215 1108 11.346426271732131 55.3801967716108 5.8238683127572015 23.5731939552329 2.401624548736462 25.823023058030902 1.0279119833676754E8 625823.0784404337 1.0285014587242799E8 603503.3846554884 1.0296443365162455E8 568212.2264270101 9330.806441223833 65726.27444580992 2003.1843621399178 15920.906590731003 303.06849315068496 1376.9013278011691 3284 15631 919 9517 738 33 11 0
53 105066624 26381 21023054 40.43275208491281 45.79549176457285 803.8573777386915 699.9433340349343 1781 1032 2594 26381 0 104 0 1739 1718 1694 1671 1655 1640 1620 1604 1587 1566 1543 1516 1472 1414 1332 788 698 614 520 409 297 200 125 67 36 20 12 8 5 4 21329 3799 1149 1210 21326 616 3799 2541 26380 524 314 183 3381 2067 727 587 10.31881954523464 47.513688094715164 5.225584594222833 19.379259748263 2.13458262350937 17.589004618661573 1.0440950487034349E8 314740.3260413993 1.04451591869326E8 316554.2326458193 1.0454687729301533E8 315978.55640804773 9347.527589545014 63730.2681017764 2172.9243466299863 20372.13702622115 295.67191011235957 1030.5428677387424 1972 10610 677 4810 424 24 7 0
1 2000035 49320 37780666 40.55558033903804 45.325987798663235 776.9145794776887 698.8797245750998 2698 1599 4197 49009 311 154 311 2634 2598 2557 2524 2491 2463 2429 2402 2367 2318 2274 2219 2147 2036 1884 1149 1005 860 690 528 364 231 130 69 37 21 13 9 6 5 40070 6679 2106 1899 40068 964 6679 4054 49008 1032 505 287 5342 3108 1173 1061 12.892535392535393 76.5718637735188 5.693947144075021 21.59299561213176 2.4231856738925543 26.225998856528232 792723.2648005148 601113.7541165494 849911.9778346121 598801.0998662371 943627.8039585297 580233.5182623473 11420.612487930479 101005.4769384411 1747.6547314578006 13230.672901910173 305.57283950617284 1366.883839565088 3220 20365 983 9637 773 32 10 0
2 4000019 48838 34790452 40.95229027172021 46.2496025786356 721.8518372512812 700.1212475947956 2499 1556 3982 48526 312 185 312 2444 2420 2391 2363 2330 2308 2280 2248 2213 2168 2124 2086 1995 1903 1772 1135 1001 859 692 525 360 238 133 69 37 21 13 9 6 5 39111 7178 2052 1709 39108 945 7177 3755 48525 950 481 308 5075 2895 1187 993 13.509844559585492 79.9395302551205 6.047177759056445 23.694915724075056 2.566968781470292 27.434899599088833 2798047.9184801383 622542.5461227768 2836632.850042123 597458.852990294 2972424.6263846927 595375.7799420314 11165.56427090532 98792.5204701562 1882.8035413153457 14930.843235935728 307.71984924623115 1407.6957783990877 3064 19805 943 9568 737 40 8 0
3 6000039 48985 35891291 40.835272979705174 46.49206170107831 741.8593042723384 694.518525085563 2517 1682 4130 48747 238 174 238 2462 2424 2384 2353 2326 2310 2271 2247 2218 2177 2125 2057 1982 1880 1758 1241 1088 923 736 563 387 241 132 69 37 21 13 9 6 5 39315 7200 2058 1900 39313 935 7200 3980 48746 1115 559 242 5293 3078 1156 1059 12.7729044834308 71.55005699697455 6.228373702422146 25.340279354921627 2.332389046270066 25.67921525898485 4777148.235217674 617891.1494315934 4829111.303633218 597023.7650937551 4973867.429650614 579373.8143012027 10735.755606109848 89683.75447453503 2267.316017316017 20861.17448082635 299.03125 1374.8972470697584 3087 17200 923 11078 792 16 6 0
4 8000106 45191 31450031 44.26720818024877 49.66904590051557 705.9634567901235 698.8038715613208 2542 1679 4132 44948 243 171 243 2496 2462 2429 2394 2368 2345 2312 2282 2245 2191 2149 2084 2009 1906 1780 1186 1033 887 717 551 390 236 131 69 37 21 13 9 6 5 35792 6895 2090 2046 35789 968 6894 4100 44946 1143 632 381 5448 3234 1194 1020 11.067408781694496 57.06040317408922 5.774706867671692 24.439512725186567 2.454901960784314 25.77881026780579 6770460.914965986 620384.9765543315 6853083.185929649 594255.8846429744 6972875.117647059 577378.1552348767 8879.11135168574 71578.18716554192 2088.6616415410385 20136.13055996542 326.3580729166667 1413.5508489630527 3260 14582 1041 10962 767 4 3 0
5 10000025 43284 30277956 46.205669662454085 53.53952591713831 709.5985469885165 703.8885643443601 2611 1679 4154 43066 218 172 218 2562 2524 2488 2457 2423 2399 2369 2334 2293 2247 2204 2142 2064 1957 1827 1164 1012 865 702 541 374 230 131 70 38 22 14 10 7 6 34451 6314 2129 1879 34449 950 6313 3981 43065 1186 481 450 5332 3081 1185 1066 11.18175916910094 64.19364519241687 5.3282700421940925 20.47536339919548 2.3630393996247654 25.442076360449768 8837650.381694255 621105.0452233765 8836822.357805908 607948.1469550579 8962558.846153846 586031.7873908273 9064.103571428572 76925.15840830948 1782.48776371308 15563.967783567676 306.8840937114673 1387.0234245575198 3231 15291 974 9702 689 14 9 0
6 12000049 50069 39618891 39.95112061044305 45.03183791088496 802.5684479196208 694.5024291341599 2583 1825 4290 49726 343 189 343 2528 2496 2459 2423 2392 2368 2334 2307 2277 2245 2203 2144 2077 1994 1858 1214 1039 874 700 531 372 229 129 68 36 20 12 8 5 4 40738 6720 2079 2071 40735 931 6720 4162 49725 1307 532 364 5556 3350 1174 1032 12.160597014925374 76.48524587017351 5.724020442930153 25.767800780622444 2.5300387596899223 27.444764824626752 1.0802768001492538E7 610853.1449494163 1.087130826064736E7 610805.3680388716 1.1009858000968993E7 574912.3454546296 10983.686772170797 105669.20260848384 2206.1942078364564 26396.07802623243 306.8272841051314 1429.686526202162 3346 19847 1076 10297 766 17 9 0
7 14000033 51996 40726064 38.46800407762882 42.75082673484865 793.0581064766133 691.0146469352748 2717 1917 4548 51715 281 205 281 2657 2631 2599 2565 2525 2503 2468 2438 2395 2338 2280 2228 2149 2036 1890 1292 1108 926 731 542 367 232 133 69 37 21 13 9 6 5 43316 6140 2054 2189 43314 1009 6139 4423 51714 1378 633 310 5795 3463 1232 1100 12.508229858504187 74.69186291939839 4.983766233766234 19.241691578579957 2.309090909090909 25.612567937706604 1.2812562769563962E7 606807.059151034 1.2824849957792208E7 599287.8689173727 1.296854383909091E7 570483.9894542217 11135.631426920854 99928.15259737789 1566.766043866775 13080.81532935724 298.73939393939395 1356.983245022844 3500 20190 1099 11557 750 946 6 0
8 16000059 52172 42161488 38.345041124254685 41.65263525190649 817.6335957801653 693.0097712526305 2700 1873 4480 51953 219 165 219 2637 2598 2558 2512 2474 2442 2402 2371 2330 2278 2225 2157 2081 1964 1820 1267 1087 907 726 550 361 227 131 69 37 21 13 9 6 5 42858 6720 2210 2077 42856 971 6720 4341 51952 1277 524 261 5657 3360 1187 1110 12.755357142857143 76.70478542531005 5.661331086773378 23.726751135813466 2.336936936936937 24.836347238355003 1.4827270533035714E7 610978.8524657855 1.485798655770851E7 602984.3022972542 1.5016555716216216E7 594115.9931841335 11724.844894313785 105899.63381282058 2129.653748946925 21867.626382872306 292.2298716452742 1334.9361091088094 3467 18981 1006 12361 758 1211 12 0
9 18000084 52506 40030714 38.0973370414111 41.61935821155844 771.5545447536813 696.857100279428 2657 1750 4330 52230 276 179 276 2601 2571 2538 2504 2466 2439 2399 2361 2326 2270 2221 2163 2081 1969 1817 1202 1044 899 717 533 361 226 129 69 37 21 13 9 6 5 43204 6643 2204 1921 43202 990 6643 4177 52229 1165 572 214 5558 3191 1228 1139 13.539329363835789 90.20684472629986 5.409609120521172 21.669658609090447 2.334503950834065 25.08867504377525 1.6783781811031025E7 609994.852064715 1.686247843811075E7 605531.9414420722 1.696924153116769E7 581903.5325752242 11880.249843260188 121472.32394002206 1525.4071661237786 13467.430844768869 289.36484983314796 1340.8676005242673 3439 19150 1017 11725 726 839 11 0
10 20000010 45580 33563756 43.882194185408665 47.34093266561219 744.3998979795515 698.0520434382462 2524 1750 4142 45393 187 178 187 2483 2452 2417 2388 2353 2328 2295 2273 2239 2201 2153 2101 2026 1929 1777 1229 1063 897 697 523 358 227 129 69 37 21 13 9 6 5 36196 6947 2072 1904 36194 917 6947 3896 45392 1139 509 323 5250 3102 1124 1024 11.668600902643457 58.82402808223414 6.180604982206406 27.002141736591735 2.3798828125 25.664965024084875 1.8815797506769825E7 610268.4861033529 1.8793830506227758E7 583038.6633632298 1.8963854708984375E7 560519.2513905328 9853.93389229281 77549.02512766495 2456.1326803205698 28693.535369688696 296.38214285714287 1365.1203701505592 3147 13527 935 11802 748 394 9 0
11 22000023 49939 36692068 40.05076396259287 45.890043681581545 743.8811377366906 697.3137354936771 2758 1845 4463 49637 302 187 302 2695 2657 2616 2583 2542 2519 2479 2435 2398 2354 2310 2256 2170 2062 1915 1293 1119 938 738 541 367 229 129 68 36 20 12 8 5 4 40509 6873 2068 2054 40507 970 6873 4247 49636 1235 554 311 5539 3317 1167 1055 12.21254145312029 73.30605370498408 5.889460154241645 22.217010242835297 2.423696682464455 26.614573921513315 2.0864126172143504E7 601850.016688997 2.0832824772065125E7 596834.3907936127 2.0953575798104264E7 586480.1901043715 10419.407117008444 92743.23713639555 1625.3847472150815 12810.70691768936 292.4856801909308 1357.0140150318418 3384 18343 983 10860 734 299 9 0
